screen_name,description,label,,,,,,,,,
mxss_jxcksxn,horror movie enthusiast • journalism student @ SHU,below30,,,,,,,,,
reece_hrs,Tory | media officer @WoWestminster l all my own opinions l studying IR and politics @SalfordUni l First and one of the founding members of @climatetories,below30,,,,,,,,,
lecture_theatre,start up graphic designer and visual fx student 👨‍🌾😃🌍 If I rt it i am not necessarily endorsing it,,,,,,,,,,
Charlotte122901,University Masters MSc student,,,,,,,,,,
HughesSlattery,Political student at Loughborough University and a social scientist.,,,,,,,,,,
hoorah73,"Law student, proud mum, conservative activist, school govenor, vexillologist, beagle owner, cricket obsessed, weaknesses: quality street & red wine!",31-59,,,,,,,,,
VitalySemenov3,"My name is Vitaly, I'm from Russia, studied Math at Moscow State University and loved physics at school. Like weapons and calligraphy.",,,,,,,,,,
will_pride15,Undergrad History student at Reading Uni,below30,,,,,,,,,
JessicaEast20,"First year student for Adult Nursing @ Bournemouth University: UCY 🎓 
Mama to one 💙
Cat/Dog/Guinea Pig owner 🙀 🐶 🐹
I'd also like to own a penguin 🐧",31-59,,,,,,,,,
WhitehallMenace,18🏴󠁧󠁢󠁳󠁣󠁴󠁿. Socially conservative student. Pro-lifer. Pro-traditional marriage. Unionist.🇬🇧🇺🇸🇮🇱,,,,,,,,,,
LukeDyks,Physics PhD student. Working on accelerators. J'habite en France et travaille en Suisse. 🏳️‍🌈🇬🇧🇫🇷🇨🇭,below30,,,,,,,,,
ninakj,"Wine, sparkling #wine, #sherry, #spirits; WSET Diploma student (#DipWSET); Cycling addict; Wine merchant: Assistant Manager @LandSKensington = HAPPY!",31-59,,,,,,,,,
KofoBraithwaite,One-nation conservative. History student @ChCh_Oxford. Communications Director @OUConservatives,,,,,,,,,,
NathanB_T34,T34 Athlete 🇬🇧 2014 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Nottingham 2015🥇🥇🥇🥇🥇Sant Cugat 2018 🥈🥈🥈🥉🥉 @solentuni student BUCS 2018 🥈BUCS 2019🥈🥈 🌳💙,,,,,,,,,,
WaddellCooks,"Currently student @EdinburghUni |Previously #TeamJackson Campaign Manager | Constantly enjoying Gin, rugby, flying & occasionally #CookingWithWaddell ✈️",,,,,,,,,,
Alexus0109,"Avid football fan. Love the chels💙, Love music 🎵 classical and modern. studying accounting and finance @Angliaruskin",,,,,,,,,,
boswellsprefect,"The official twitter page for students of The Boswells School, Chelmsford. Run by students, for students 😊",,,,,,,,,,
BoswellsSchool,"The Boswells School is a large, very successful secondary school for students aged 11-18 situated in the Springfield area of Chelmsford, Essex.",,,,,,,,,,
ANAVERDESIA,"Cuban by Birth,American by choice .Mother of a police officer and a college student.I believe in America and all the good that comes with it . Trump supporter",,,,,,,,,,
students4tories,A campaign to promote the Conservative cause to students across the UK. Nobody should be ashamed of being a Conservative.,,,,,,,,,,
taylasmith971,"Psych student, Cat obsessed,  c
candle lover🕯,coffee lover☕ and aspiring teacher.",below30,,,,,,,,,
MartindaleWJ23,CIPD student L5,31-59,,,,,,,,,
JamieCopp10,"Sustainability, Planning & Environmental Policy MSc student | Great Torrington Town Councillor | Hispanophone | Vegan",,,,,,,,,,
WojciechAdamcz1,"Recent graduate from MSc China & Globalisation at King's College London. Passionate about Chinese studies, international affairs, foreign policy.",,,,,,,,,,
MisbourneHead,Proud to be Headteacher of The Misbourne. Striving for every student to have the belief in themselves that anything is possible. Views my own.,31-59,,,,,,,,,
LizzyEnglish15,"Mum, English & Media teacher,  EdD student. Also tweeting via @Downend_English",,,,,,,,,,
AnthonyHarri5on,Conservative Party Member & Activist | Firefighter | Military Charity Founder & Chairman | Captain in the Royal Artillery and studying Project Management,31-59,,,,,,,,,
lisaconlinc,Law and business management student. Mum. Coffee Addict. Avid Reader. Romance. Conservative Member. Leave Voter.  Boro Fan. #leavemeansleave,31-59,,,,,,,,,
starcominf,"writer, college student from Independence, Louisiana",,,,,,,,,,
RowanWright6,"3rd year maths student at Cambridge. Love cooking and pigs (but not cooking pigs); hate the sugar tax.  Tweets on maths, science, philosophy & politics.",,,,,,,,,,
JohnStrawson,"progressive politics, pro-Israel pro-Palestine, Macron President, academic: law and Middle East studies, loves London and our mayor; No Brexit, migrant",31-59,,,,,,,,,
morethanmum,"Mum & crafter with a love of Halloween & all things witchy 🧙‍♀️ Lover of nature & protector of trees, mature student. Supporting #babyloss charities everywhere",,,,,,,,,,
SiobhanTurner23,"Habs fan, wine consultant, Stage 3 MW student, swimmer, rider, gymnast. Less tolerant of intolerance in old age. Feminist, Pro-Choice & Pro-EU",31-59,,,,,,,,,
dickens_joanne,"Bereavement Support Midwife @Leic_hospital
PhD student @LeicesterDocCol",31-59,,,,,,,,,
tishorgan,"Recovering #MECFS er, Liberal, Universal Energy student, watercolour student",31-59,,,,,,,,,
thepaulturvey,"IT, web, wordpress, publicity management & training. Involved in @harwichshanty @harwichaletrail @essexraynet, @lv18miamigo studio tech & linux nerd. G1PJJ",,,,,,,,,,
euanrenesto3,"Swansea Uni 1st year, Politics student, Conservative. Backing Boris, Burke and Bolingbroke. Beaconsfieldite Tory",,,,,,,,,,
ApingSpring,FutureLearn student with much to say. Paid office cleaner & unpaid charity volunteer. Experienced craftswoman & carer. Wannabe writer & artist. Has had PTSD.,,,,,,,,,,
lovehayleybeth,"Lifestyle blogger and Journalism student.

lovehayleybeth@gmail.com",below30,,,,,,,,,
AtkinsPolitical,1st year International Relations and Languages student at the University of Portsmouth,below30,,,,,,,,,
YSBoomOfficial,Visually Impaired • 19 • Singer Songwriter • French and Linguistics student @ QMUL • @YSBoomAlt • Links to My Single ‘Deserve Better’ in PINNED TWEET,below30,,,,,,,,,
ClaraHoey,"Investment banker, working across Europe, Asia and Africa. Currently also studying for a Masters in Global Security Studies at John Hopkins D.C.",,,,,,,,,,
stringer_oafc,Oldham correspondent and podcast co-host for @d3d4football ⚽💙| Geology & Physical Geography (MESci) student @ University of Liverpool 🏔️| Views are my own.,,,,,,,,,,
TG_9,"Final year Politics student at Birkbeck College, UoL and rugby player",31-59,,,,,,,,,
propulse,"over 45 years in cycling, studied in Sport Schools of Magglingen and Leipzig, certified Dipl.UCI Trainer, coaches pros since 30 years, coach of young coaches",over60,,,,,,,,,
chriscolso,Care Leaver Coordinator at the University of Greenwich. Supporting care experienced students in HE for over a 10 years. All views my own.,31-59,,,,,,,,,
HarshaPatel_,@Doing_Social MD ~ @InnovAndSkills ~ #InclusiveInnovation #SocialJustice #Compassion ~ FE & HE #Curriculum CoCreation ~ EdD student @IoE_London ~ #DetailsMatter,,,,,,,,,,
WilsonEdwardC,"22 | Hove | 2:1 Politics and International Relations undergraduate, currently a Global Political Economy master's student | tweets delete, views change",below30,,,,,,,,,
declanmartin75,"Former Labor candidate for Brighton @ Nov Vic election. Urban planning student, @ptua member, supporter of @everton FC and proud railway fan. #springst observer",below30,,,,,,,,,
KiraTaylor15,"Co-Editor of Politics @falmouthanchor, freelance journalist, politics nerd and student @faljournalism. Author of @voicesfromHK. DMs open.",,,,,,,,,,
DCadders,History student. President of Hull University Conservatives 🇬🇧. I do other stuff as well I promise 🙃,,,,,,,,,,
SJRoyce,Business consultant in arts and culture. Feminist. Always asking 'why'. Exploring innovation and creativity as MSc student at Cass Business school,,,,,,,,,,
scott_blatso,"#langandcomustgo
I study Astrophysics at St Andrews and I am a proud supporter of the Falkirkbairns
I also like watching Arminia Bielefeld, Bayern and Celtic",below30,,,,,,,,,
CharlotteDeadm2,Charlotte Deadman is a PhD student at the University of Exeter.,over60,,,,,,,,,
Nostalgia8911,"A biological science student who loves 🇭🇰.
#Yelloweconomicircle. Universal Suffrage. 
#StandWithHongKong",,,,,,,,,,
ProfSnarky,"Dispensing advice, tough love, and sarcasm to college students and venerable colleagues alike. Block a**hats with me: https://t.co/fryvzOGzKC",,,,,,,,,,
JoshuaBlake_,PhD student @MRC_BSU. Cox @JCBC_Cambridge. Mostly current affairs though. Evidence over ideology.,below30,,,,,,,,,
cdklm4cfh,I'm a Hongkonger and I am proud of HK🇭🇰 Only HKer may know the meaning of my user name😈🤭🤣   Now being a student journalist  #FollowBackHongKong #科勞手足,,,,,,,,,,
AartsColey,"writer | designer | photographer | religious studies scholar | Kiwi | in NYC, NZ, France, Nicaragua, Canada | politics : religion : science : art : tech",,,,,,,,,,
MedConnectEU,• A student agency that connects aspiring medical and dental students with the opportunity to study at globally recognised universities in Europe!,,,,,,,,,,
ParkinsonsImpro,Researcher in new PD/AD treatments - cheap/ effective  Seeks neurologist to study - NHS preferred  New Alzheimer's treatment - can return cognition and memory,,,,,,,,,,
jueh66,survivor of child sexual abuse. Pedo father sentenced to 12 years🥳. Proud Brexiteer.  Stay positive in a challenging world 😁.  No DM’s 🙏. 🇬🇧🇬🇧🇬🇧🇬🇧,,,,,,,,,,
K_Staniforth1,"Lover of life,music,art, interiors,and getting dirty in the https://t.co/cvTM3bpP7G a great book too with, an understanding husband and a great son just like his mother !",31-59,,,,,,,,,
LordLokiofAsga1,God of Mischief and brother to Thor and father of Hel. Wreaking havoc across the realms at every opportunity! #backBoris,,,,,,,,,,
mickmca32,Widowed father of 3 living in Co Armagh Ireland🇮🇪🇪🇺,31-59,,,,,,,,,
BartLad69,"People? Not a fan... 
Shinner Bot warrior 👊
Human rights welder 👩‍🏭
Proud Unionist, 29, father of 2 beautiful daughters, open about my MH journey 👍",below30,,,,,,,,,
vivjones10,"Personal Assistant, wife and mother (required assets for a PA!). Best job - working for The Beatles Management, those were the days!!!",over60,,,,,,,,,
snowdon_ian,"District councillor for Didcot West, business owner, husband, father and sports fan. views are my own!",31-59,,,,,,,,,
SandraHalifax,"proud mother of two brilliant daughters and grandmother to adorable grandson. lived London, Hertfordshire, California, Somerset, Isle of Man and Berkshire",31-59,,,,,,,,,
didabrera,Proud mother to two wonderful sons.,31-59,,,,,,,,,
SiskJerry,"Ex-Sapper rupert, father and general cynic. All views expressed are mine alone and not those of anyone else, or any other organisation.",,,,,,,,,,
TheItalianDream,"Proud ex-military, ⚒fan, Brexiteer/Tory, doting husband, father & grandfather, ❤️ 🇬🇧⚽️🏉🏏🎸🎫🎬, IT & tech, retweets not necessarily an endorsement",31-59,,,,,,,,,
DuffGodfrey,"Husband of a lovely wife, father of a wonderful family, landlord of a great pub, supporter of the greatest rugby team, Wasps",31-59,,,,,,,,,
gba390,"One of the 52%. Three fabulous ladies in my life - husband to one, father to two. Great believer in personal responsibility.",,,,,,,,,,
richardaram,"Proud father of twins, married to their gorgeous slightly nutty mother :o) Sports fan and owner of a domiciliary care company for the elderly.",,,,,,,,,,
karmamum1,"Opinionated mother and grandmother. Environmental, animal and humanitarian issues need to be priorities for all. Halal and kosher are murder! At last Brexit!",31-59,,,,,,,,,
grimangus,"Brexiteer, parent of two daughters, rugby union, cyclist and wargamer, sci fi fan Love my country 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿",,,,,,,,,,
rosygraceshaw,"Retired Primary School teacher and SENCo. Carer for mother with dementia,
Wife and long-distance mum and grandma 😆",,,,,,,,,,
Dr_Mike_Spencer,"GE2019 Conservative Candidate for Norwich South. Medical doctor; Consultant Child Psychiatrist; married, father of three daughters.",31-59,,,,,,,,,
Bernarddurk,I am the father of Franklin and will do anything to protect my son from this evil world,31-59,,,,,,,,,
CindyLe05347069,"Working mother & grandmother. Wanting a greener & brighter future for our children ♥️ the EU, hate the Tories, our children will oust them & Rejoin the EU 🇨🇰",,,,,,,,,,
El86562179,Self employed parent who has worked in Europe and America and has family in both. Really aware that the long term future of Britain is in the balance right now,,,,,,,,,,
Munn1Rob,Proud husband and father of 3. Fan of Golf 🏌️‍♂️ Chelsea ⚽️ and House 🎧 music,31-59,,,,,,,,,
make_trouble,I am Victoria Stormborn - mother of wiener dogs,31-59,,,,,,,,,
erintg4,very proud possibly slightly overbearing mother of 4 beautiful children. Take me to water and I’m happy-rivers and seas preferably as opposed to a tap,31-59,,,,,,,,,
DanielH92916109,Conservative Town Councillor for Evendons. Leader of the Conservative party for Wokingham Town Council. Husband and father of two. These views are my own,31-59,,,,,,,,,
humpy999,"ex-vet , father of 4 boys, hopeless car fanatic, amateur(ish) photographer, learning to weld, dream to build my own car... #oynbuk",31-59,,,,,,,,,
peterjameshall_,"Ethical investor, biodiversity, animal welfare, entrepreneur, brought the Flat White to the uk, father etc",31-59,,,,,,,,,
BrattlandEve,"Supporter of the Peregrine Falcon Recovery Project, proud foster mother of 6 orphaned baby elephants & 1 blind rhino at DSWT, 
Honorary Martian",,,,,,,,,,
harvross,Christ-follower; husband to Blythe; father to Caleb and Anna. Independent Economist. PhD candidate @uct. Wildlife and natural resource economics.,31-59,,,,,,,,,
MrBurdett,"Husband, father of three, owner of Branston the Dachshund, Antique dealer and Indie film backer. All views are my own and may not be those of my family.",31-59,,,,,,,,,
The_Jon_Watkins,"A family man, with a beautiful wife and father to a great daughter. We love to DJ, a F1 fan and play GTA.",,,,,,,,,,
craig73webster,"Happily married to wonderful lady, proud father of 3 young men- owner of 1 GSD and butler to 3 cats",,,,,,,,,,
JamesHenryBush,British Patriot and father of three lads & husband to wonderful wife. Chartered Chemical Engineer and Christian.  I support Boris Johnson’s Conservatives.,31-59,,,,,,,,,
