,screen_name,name,description,female
67349,lulabelldesigns,Wonder Woman ❤️✌️💙✝️,Married 33 years with @Tomtomt707 Proud of R 4 Children & Grandchild! Saving Lives thru TW #Catholic #Christian #OneNationUnderGOD #KAG #AmericanPatriot ☦️🇺🇸ن,
67779,anne131268,Anne Ross,,
67950,DrewyA_,Amelia,23. #RoryForLondon.,
68072,AngelWeizo,Louise,Married Pro-Life Mother 😇Please no DMs. Principled journalist. Pro-Lifers UNITE! SHOUT! Stand for Election! WE WILL ABOLISH ABORTION / INFANTICIDE!!!,
68142,SiedleckaSylvia,Sylvia Siedlecka,"Consultant Interventional Cardiologist; interested in saving the planet, personal and political freedom.",
68154,GeorgeHaine,George Haine 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿,"Shy, quiet, reserved, english gentleman! with a pre training and spelling yard who dabbles in a bit of pin hooking also!! 🇬🇧🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿",
68168,DaveFox72,David Fox,Englishman In New York,
68211,Susannew221,Amberetta221,,
68283,cbr600ant,ant,It's just like points of view!,
68500,Matthew97618113,Matthew,"Work, family, mountain bikes",
68727,AwsmManu,Manoj Kumar Jena,जय श्री राम🚩,
68743,MortonNCons,Newtown And Morton N Conservatives,Flying the Conservative flag in Newton and Morton North. Carlisle,
68814,Clackers,Nick Clack,"Media/PR Consultant. No work tweets. Like travel, history, politics, economics/business, cars, walking, wildlife, gardening, photo & video... and QPR!",
68823,SFofficial7,Steve Francis,ww1 & ww2 Historian. Proud Brexiteer #voteConservative🇬🇧#GotbrexitDone,
68877,mollie_gobey,Mollie,Salve Grumio,
68928,GarryDaniels82,Garry Daniels,plodding through life. just here for the meme's,
68935,gillwoolfson,gill woolfson,,
69191,emilliemingago5,My Info,,
69227,PoshKitten24,Laura,I’m 24 years old & Peterborough United are life.,
69232,TriPackkk,TriPack,Heho pouet ! Ou alors l'hélice d'un ventilateur ?,
69271,JohnHuske1745,🇬🇧🇬🇧John Huske1745🇬🇧🇬🇧,Lets Make Great Britain Great again and leave the corrupt pile of shit EU behind.,
69311,Dana99213551,Dana,,
69323,mamith1988,Mark Smithson,Peace and prosperity to all nations,
69417,landofhopenglry,Blighty DINO - Don't trust MSM,"Leeds United fan man and boy. Actions speak, words are just smoke and Mirrors. Support Brexit, Despise PC, intellectual liberal Elites and EU technocrats.",
69743,peza2709,paul perry,,
69748,CllrAngelaMacp,Angela Macpherson,"Proud to be Leader of AVDC and a BCC Councillor. Love living in rural Bucks with husband, two wonderful children and a Spinone Italiano dog.",
69880,Kingcoxy96,Roy cox,"Eat,sleep and do what you want because im not going to stop you.",
70044,ehosa,mercy francis,"Chairman of Pettswood and Knoll
Operation Black Vote
Parliamentary alumni 
Presenter
Freelance Journalists 
Ma Media and Culture and communication",
70155,MatthewJonRob,MatthewJones-Roberts,Personal views and thoughts on Canterbury and the World. Opinions my own. Promoter @clubchem / Married @Lou_A_Jones,
70179,beckbrady75,becky brady,"Wife,mother of 2 of the best boys. Starting a new career at the age of 41,Studying BA hons in social science. Parish Councillor & love politics,reading&walking.",
70302,IsaacLakshman,Lakshman Isaac,,
70337,ducati11evo,DAVID,,
70348,EalingTories,Ealing Conservative Councillors,"- London Borough of Ealing Conservative Councillors - ℅ Conservative Group, Ealing Town Hall, W5 2BY Sharing local and national @Conservatives news",
70561,mamachildie,Valerie,,
70656,i_u_n_i_c_o_r_n,wheremyrosesgrow,"Author, writer, proud Brit.",
70805,Malanlynette,Lynette Malan,"Me? Crazy? I should get down off this unicorn and slap you
I don't  claim the rights to any photos
                                  Thanks for the following :)",
70956,hotdogterminatr,hotdogterminator,"Tired and retired. Fed up with allPC BS. Intenerant traveler, World wide, and USA RoadtrippeR...IFB all patriots #KAG #MAGA#TRUMP2020#StopReligiousJihadism",
70957,dynasty_tm,SatanDynastyKiller™️,The Future Is Not Written...,
71042,CSpelthorne,Conservatives for Spelthorne,Spelthorne Conservatives mean business. We are a social group focusing on Spelthorne political topics. All views/retweets are our own,
71063,geoffmitchell21,geoffmitchell2494,"chairman Carlisle Conservative Association. Lover of life, wine and all the good things in life.",
71127,janciemcconvil1,keeneye1,,
71139,ricordk,rick kamen,I am a 59 year old male that loves to surf the net and enjoys working Online eBusiness Opportunities for Web Entrepreneurs,
71219,msdunstan,MSDUNSTAN,,
71302,dnf113,Dave,Dec 2019. It’s time to focus on the Governments election commitments and ensure they deliver.,
71312,OldMikeBasset,Mike The Owl (Chansiri Out),"A fan of Football #swfc ,  my views are just my opinions , #England is 
on its last legs !! Grumpy Old git !",
71543,gordonsagit,BolloxToTheEU,"Anti EU, love politics. Ban the BBC licence tax. London, Haiti are crime ridden shitholes. UK LibLabCon are political traitor party's. Oh Islam is a death cult.",
71571,c77_jason,JasonLUFC,Love my Family and LUFC💙💛 and Sheffield Tigers Speedway🏍,
71626,MsAnnaRobinson,Anna Robinson,"KCL MA International Peace & Security alumnus | Work for @wearesilvahomes | Former Local Gov | Chair of Governors | Bucks born, Berks now | Views my own.",
71693,vin_waite,Vin Waite,"Sunderland lad, lovely Mrs weekends away in the country side where possible 😁",
71694,TamaraReed13,Tamara Reed,"Born in Akron Ohio. left in 1986@ moved to suburb in Atlanta 1986 -2006 live in Newton falls,Ohio Divorced since 2005.. Amercian 3 great kids!",
71797,DW20194,Dave W 2110,Ex Royal Navy .Love My Wife Then Love my country ..Made one mistake voted Remain but Now a BREXITEER AND PASSIONATE CORBYN HATER  🇬🇧🇬🇧🇬🇧,
71956,RobinPaulInman,Robin Cant,Professional stroke survivor,
72043,landlords_ltd,The Landlords Alliance,Dynamic new landlord organisation fighting for the PRS and pushing back against the Agenda of hate. Exposing Shelter the housing charity which houses nobody.,
72044,LeeBark90238438,Lee Barker,,
72075,flozthetoz,c,"Cat lover, animal lover, cricket fan, can't abide animal cruelty, the EU or the BBC. Brexit, Brexit, Brexit! Life's absurd, try & see the funny side if you can.",
72084,amandammcglynn,amanda mcglynn,"professional choreographer,adjudicator and examiner event organisor and starmaker",
72159,Atkins1S,Mr Dan⭐️⭐️⭐️ ❌✌️❤️2U peaceful Until attacked USMC,"USMC 73-77 Pray for the point man Farthest from home Help him find the way Love, life, faith, forgiveness & sacrifice 
Lovers live forever
Semper Fi America",
72242,Mgilbert48,Derek Grant,"Nineteen Sixties Wild Child, maybe there but never remember being here. Adore Photography and Female friendship also that fun & enjoyment of traveling by Train!",
72272,brianperry38,Brian perry,male,
72321,Real2Retro,2Retro,Analogue at birth. Digital by design.,
72368,SolamVeritatem,Solam Veritatum,,
72515,realMichaelPC,Michael Crichton,"I'm a passionate Christian, Conservative, and Capitalist with a desire to run for public office, my own business, or both.",
72612,andrew_dowlman,Drew Dowlman,"Wanna be actor, comedian and big Nottingham Forest supporter. Brit pop nut!",
72710,AllisonRae2,Allison Rae,,
72782,Robingreenwood4,Robin Greenwood,,
72927,Block30817688,Block,,
72949,FraserKeeton,Fraser Keeton (Doktor Bob),"Or, simply known as Bob. I'm a friendly, peaceful, open minded dreamer as well as a gentleman. I have no religion. One is all and all is one. Cornovii.",
73077,unmanili90,syed iliyas hussain,,
73372,JackiePattison2,Jackie Pattison,,
73379,sidodd,sidodd,#beer #uk #films #uk #london #fun #food #sunshine @youngspubs @pubs @uk #holidays,
73389,SandraGNunez,Sandra G Nunez,"American with Latin Heritage. Love my God, My Family and my Country.",
73448,waxon83,Paul Banfield,,
73472,AlanMcpartlands,alan mcpartland,,
73473,slaw0604,slaw,,
73549,vipul_patel79,Vipul,,
73675,martind01,Martin Dyer,"My 'non-work' views as an occasional member of the human race. 🐝🐝🐝 Rugby fan. KTM 🍊🍊🍊🏍 🏍🏍 fan, lover of good natured rugby banter",
73936,UKN_Project,Noms Est Bizarro,"#OnlyReTweet #BurberryGang If it popped in my Timeline, it’s going to end up in your Timeline!",
73945,samfeeleyy,Sam,"live promoter at the Leadmill, stay golden x

views my own etc etc",
73947,Harveytravis_,Harvey Travis,https://t.co/GfOk0KNly3,
74085,jeannie_19530,jean ward,,
74092,diddly1525,diddly#BritishIndependence👩🐝🇬🇧🇺🇸🇮🇱🇮🇳,"And we're out, hallelujah 🎉🎉🇬🇧🇬🇧
Time to get our country back on track & put the GREAT back into Britain 🇬🇧
Former nurse/midwife.",
74098,orpington50,Traveller,,
74104,polesteva92,Pol Esteva,"Hey there!  Want to be a politician! 🙂https://t.co/hUoV954lEn

#care2",
74147,Official_Wilkes,It’s Only Wilkes,It’s Only Wilkes on YouTube. British Clanning Ped Developer. Account is fictional and not associated with the real emergency services. All my views are my own.,
74184,GBervelin,Glé Bervelin,Je suis un homme sincère dans les relations amicales ! Je fais toujours ce que j'attends des autres !!! C'est ma manière de leur donner un bon exemple !!!,
74331,FuzzyBear431,AshCrane,"Photography, technology and wildlife are my hobbies. Lording over West Yorkshire... That never gets old! 🏰",
74380,EWAS3,East Worthing & Shoreham Conservatives,"Promoted by Cathy Perry and posted by Emily Harris on behalf of the East Worthing & Shoreham Conservative Association both at 88A High Street, Shoreham-By-Sea",
74479,HughesSlattery,Harry Hughes-Slattery,Political student at Loughborough University and a social scientist.,
74619,WaymolWazza,wayne molyneux,The only thing necessary for the triumph of evil is for good men to do nothing.,
74626,SAVEOURUK,God Save Our Britain 🇬🇧✌️,,
74683,brescia_david,David Brescia,West Hampstead resident for 20 years. NDF Secretary. Likes Victorian architecture; hates overflowing bins and rat infestations.,
74812,Ryan_The_Lion_K,RyanKeeler,,
74867,jamesspencerbru,james spencer bruce,"Easygoing, dyslexic , opionated, equality and diversity champion.... (Well I try at least....) 1st class degree from Sheffield Hallam University.",
75090,Trevor_G_B,Trevor_G_B,One hundred victories in one hundred battles is not the most skillful. Seizing the enemy without fighting is the most skillful.,
75093,RaymondGilroy,Raymond Gilroy,,
75096,eppingroofingco,Epping Roofing Co,"My name is David Pratt and I have been a roofing contractor for 30 years. We are a family run business, and also a member of The Guild of Master Craftsmen.",
75098,nigedaly,Nigel Daly,,
75112,Mrtnmcnll,Martin McNeill,,
75226,ObamaSpied,God Bless President Trump and his family,#Trump 🇺🇸 #KAG 🇺🇸 #TrumpTrain 🇺🇸#AmericaFirst 🇺🇸 #MAGA 🇺🇸#DrainTheSwamp 🇺🇸 #BuildTheWall,
75277,Eileen55433130,Eileen,,
75304,HarryJohnston57,Harry Johnston,Aerospace Engineering Graduate. Apprentice Marine Fitter at PD Teesport.,
75330,SMNTTories,St Margarets & North Twickenham Conservatives,"Official account of the St Margarets and North Twickenham Conservatives
...the home of #EnglandRugby 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏉🌹 & #Harlequins",
75352,doubleclanger,GARY HIGGITT,"Racer. Dream chaser ,Cyclist ,Traveler ,  angry Poet",
75595,waitwhatisthis_,idek what is going on anymore #BREXIT🇬🇧,,
75699,AhlertRed,Red Ahlert,"It’s not what you see, it’s how you see. Beware of the luvvies who say the kindest words, they’re drunk from the same poison.",
75709,DMcG_007,D.McG,,
75794,William230616,William on the Level #BritishIndependence,"Full Brexit for democratic control over our laws, economy & borders, & for a better Britain outside the failing EU Empire. 
Retweets are NOT endorsements.",
75828,WatfordTories,Watford Conservatives,"Watford Conservative Association - Join our campaign for all Conservatives, across Watford",
75852,jimmyanurak,Anurak Yampaka,Tourist Adviser/Learning by doing,
75936,AshaSin24116510,Asha Singh,"Twitter Friends, Welcome & Thank You for following me, I appreciate you all.  Presently unable to follow more Tweeters as I have reached my Twitter 5K max.",
76094,cfoafricauk,Conservative friends of Africa,"CfoAfrica is an org, led by members, seeking to develop a strong meaningful relationship between the Conservative Party, the British African community & Africa.",
76120,AnnaCoyle16,Anna Coyle,🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇱🇻🇮🇹🏴󠁧󠁢󠁳󠁣󠁴󠁿,
76177,iiviConservati1,iiviConservatives,"Unleash Britain’s potential . GET BREXIT DONE !
VOTE FOR CONSERVATIVES .",
76225,EugeneOrr,I am am I?,,
76497,Dabchickgolfer,Jacqueline Stanford,"Golf, nautical archaeology and wreck diving.",
76579,rbdlondonpt,david,,
76932,carpenters00,Carpenters,Our holiday oasis Carpenters is situated in the friendly village of Combe Martin on the North Devon coast. Carpenters is a high quality bungalow by the beach,
77006,EFS646,Elliott∅7SFrank 🇨🇰,"Who I am, well, I am a unloquacious & diminutive linguistic Douchebag. Ethical hacker by trade. 
Europhile leaver 

Se7ensins Retired RSS Moderator 

RSN: TT4",
77015,janbobkgm,jan rose,enjoy a good gossip this is the site for me.,
77075,seanjgrace88,Sean Grace,🐹,
77282,benonwine,Benonwine,"I'm Ben and I am really passionate about good Food, Wine and Life and I am a Wine Specialist. I love learning and trying wines and expanding my palate.",
77496,Bainesy38579264,Bainesy,"⚽️LDN Evertonian (STH-Main)💼 Private capital investor 🇬🇧 Brexiteer ⚔️ Ex-military ~🇨🇳🇯🇵🇹🇭 lingo {A tweep,greatly appreciate in following me back 🙏 }",
77541,DKD247,David Dye,"Always say what you think as long as you hurt nobody by doing so. Liers, cheats and thieves exempt
 Live for today, tomorrow never comes. Anything else, ask ...",
77705,phil281986,Phillip Goodger,English Premier League Comedy Manchester United Food shows and chefs Sports News Politics news UK and World News,
77773,fda66,Franco D'Aulerio Former ParliamentaryCandidate BXP,Former Parliamentary Candidate for the Brexit Party to represent the constituency of West Bromwich West.,
77776,Roydler,Roydy,🇬🇧,
77819,davincicomm,steve lord,"A storyteller, because we all love stories. A designer and communicator, who's always trying to weave stories into design. Award winning creative director",
77826,cascy_elizabeth,❌Cascy🇺🇸USA 🇺🇸 ❌,"God first,Single Mother,placid sense of humor,widow ,I love my country USA 🇺🇸 🇺🇸.follow for follow .God bless America & You all🙏",
77885,S_Levinson,Stephen Levinson,A mediator and sceptical observer of the scene.,
77920,Y_o_u_n_u__s,💥Y_o_u_n_u__s😍💥😎,"👉The Official Page Of Mine!👈
👉 Oh Allah,renew the faith in my heart👈


Die Hard 🔥#Thalapathy Fan!😎😎",
78107,VitalySemenov3,Vitaly Semenov,"My name is Vitaly, I'm from Russia, studied Math at Moscow State University and loved physics at school. Like weapons and calligraphy.",
78112,ChloeMae14,Chloe Mae,"Loves all Animals  
Has an interest in Plants,  Loves to read",
78147,PraneshR14,Pranesh R,ca aspirant,
78178,bill050566,Bill Parkinson,always looking to the future with optimism,
78179,supersward,stephen edwards,"family man, plus tyres and turf grower",
78291,_lucyburgess,Lucy Alice Burgess,,
78470,ConservativeWxm,Wrexham Conservatives,Wrexham Conservative Association - fighting to secure a better and brighter future for Wrexham. Supporting our great local MP @AthertonNWales,
78481,mrsimpson81,Dave Simpson,Proud V-room store manager for Virgin Holidays helping the nation to #SiezeTheHoliday,
